price,speed,hd,ram,screen
2329,66,212,4,14
1795,33,420,8,15
2627,66,424,8,15
2344,33,426,8,14
2994,33,528,16,14
1444,25,107,2,14
2395,66,340,8,14
2405,33,424,8,14
3239,50,340,8,17
3090,66,528,16,15
1995,50,212,8,14
2799,50,230,8,15
2295,50,426,8,14
1999,33,340,8,14
1799,33,170,4,14
3090,66,528,16,14
1844,66,107,2,14
1995,66,214,4,14
2244,66,214,4,14
1644,50,107,2,14
1395,33,107,2,14
2144,25,426,8,14
1795,33,240,4,14
1744,33,214,4,14
1794,25,214,4,14
2094,50,424,4,14
1399,66,270,4,14
1825,50,420,4,14
2889,33,340,4,17
1544,33,107,2,14
1794,33,212,4,14
2294,66,424,4,14
2444,50,426,8,14
2395,66,340,8,15
3244,66,528,16,14
1299,33,212,4,14
2044,50,214,4,14
2699,66,528,8,15
2744,50,340,8,17
2259,50,340,4,14
2929,50,340,4,17
1890,50,214,4,14
2344,33,426,8,14
2795,50,528,16,14
1925,33,212,4,14
1290,25,107,2,15
2094,50,214,4,14
2195,33,426,8,14
2594,50,426,8,14
1890,50,214,4,15
1559,66,245,4,14
1795,50,214,4,14
2049,50,340,8,14
2995,66,540,16,15
1689,25,212,4,14
2294,50,424,8,14
1994,66,107,2,14
1695,33,214,4,14
1390,33,107,2,15
1295,33,214,4,14
3229,66,527,8,14
1369,25,120,4,14
2199,50,340,8,17
2425,50,212,8,14
1494,33,240,4,15
1745,50,420,4,15
2695,33,528,16,14
2509,50,340,4,15
3439,66,340,8,17
3144,66,528,16,14
2294,25,426,8,14
2495,25,528,16,14
1590,25,214,4,14
2844,33,528,16,14
2259,25,212,4,17
2845,66,424,8,17
2890,50,528,16,15
1590,50,107,2,15
1894,33,214,4,14
3379,66,527,8,15
2320,33,528,8,14
2989,66,424,8,14
2199,50,425,8,15
1495,25,214,4,14
1875,66,420,4,15
2669,25,170,4,17
3799,66,527,8,17
2369,66,340,8,17
2144,66,214,4,14
2095,33,426,8,14
2790,33,528,16,15
1729,66,245,4,15
1995,25,426,8,14
2644,66,426,8,14
2229,66,212,4,14
1995,66,424,4,14
1449,50,245,4,14
3294,66,528,16,14
2420,50,528,8,14
2090,66,214,4,15
2249,25,170,4,15
1975,66,420,8,15
1999,25,170,4,14
2359,50,340,4,14
2944,66,340,8,17
1790,66,107,2,15
2995,66,256,8,15
2495,66,424,8,15
1955,66,420,4,14
2090,25,426,8,14
1894,50,340,4,15
2644,25,528,16,14
3089,66,424,8,14
1744,25,214,4,14
2744,25,528,16,14
2479,66,212,4,15
2244,25,426,8,14
1469,25,120,4,14
1195,25,107,2,14
1619,25,120,4,15
2394,33,426,8,14
1590,50,107,2,14
1939,33,212,4,14
2090,25,426,8,15
1490,33,107,2,15
1495,25,214,4,14
1694,33,107,2,14
2590,66,426,8,14
2590,25,528,16,15
2425,50,424,8,14
1849,50,245,4,15
2275,66,530,8,15
3397,66,450,16,15
3044,50,528,16,14
1495,33,212,4,14
2099,25,170,4,14
2769,66,340,8,14
1695,66,107,2,14
2995,66,528,16,14
2590,25,528,16,14
3659,66,424,8,17
2644,66,426,8,14
1119,33,125,2,14
2159,33,340,8,17
2645,66,424,8,17
2195,50,340,8,15
3544,66,340,16,17
1195,25,214,4,14
3019,66,340,8,15
1719,33,120,4,14
1799,33,245,4,15
2390,50,426,8,14
2039,33,212,4,14
2079,33,212,4,15
2819,50,340,8,15
2609,33,212,4,17
2039,25,120,4,17
1590,25,214,4,15
2944,33,528,16,14
2744,33,528,16,14
1399,25,245,4,14
2799,66,340,16,15
1544,33,107,2,14
2290,33,426,8,15
2290,33,426,8,14
3094,50,528,16,14
1795,50,424,4,14
1390,33,107,2,14
2495,66,426,8,14
1944,33,214,4,14
2220,33,528,8,14
1495,25,340,8,14
1790,66,107,2,14
1595,33,340,8,14
2849,66,340,8,15
2769,50,340,8,15
2365,66,420,8,17
1744,50,107,2,14
949,33,125,2,14
1844,33,214,4,14
1594,33,212,4,14
1589,25,212,4,14
1529,33,245,4,15
1839,25,212,4,15
2894,33,528,16,14
2427,66,424,8,15
1644,25,214,4,14
2690,33,528,16,15
2390,50,426,8,15
2795,66,424,16,15
1794,33,212,4,14
2569,50,340,8,14
1344,25,107,2,14
2225,50,424,4,14
2690,33,528,16,14
1695,33,340,8,14
1929,33,212,4,14
2899,66,212,4,17
1844,33,214,4,14
2295,66,424,8,15
3175,66,540,16,15
1975,33,424,8,14
1999,33,170,4,14
2425,66,424,4,14
1794,50,107,2,14
1595,33,214,4,14
1595,33,420,4,14
2389,33,120,4,17
1399,33,245,4,14
1395,33,214,4,14
2590,66,426,8,15
1969,33,120,4,15
2999,33,340,8,15
1644,33,107,2,14
3145,66,424,16,17
2499,33,212,4,17
1690,33,214,4,14
1495,50,107,2,14
1695,33,420,4,15
2899,66,340,16,15
1775,66,420,4,14
1295,33,107,2,14
2090,66,214,4,14
2190,33,426,8,15
1490,33,107,2,14
2869,66,340,8,14
2795,66,340,8,15
2444,33,426,8,14
2495,66,426,8,14
1790,33,214,4,15
1295,33,212,4,14
1795,50,340,4,14
1559,50,245,4,15
1994,33,214,4,14
1829,33,212,4,14
1494,25,107,2,14
2999,66,450,16,15
2195,33,426,8,14
2199,66,340,8,14
2595,33,528,16,14
1395,33,240,4,14
1444,33,107,2,14
2544,50,426,8,14
1699,33,120,4,14
2219,33,340,4,14
2927,66,424,16,15
2794,66,426,8,14
1944,50,214,4,14
2144,25,426,8,14
1999,66,245,4,15
2620,66,528,8,14
2944,50,528,16,14
2190,33,426,8,14
3129,66,527,8,14
2319,33,340,4,14
2890,50,528,16,14
2744,66,426,8,14
2185,33,420,8,17
1495,33,212,4,14
2494,33,426,8,14
1819,33,120,4,14
2294,66,214,4,14
3397,66,450,16,15
1690,33,214,4,15
1594,33,107,2,14
2469,33,340,4,15
1775,33,420,4,14
1925,33,212,4,14
2274,33,424,8,14
1195,25,107,4,14
1944,66,107,2,14
2120,25,528,8,14
1290,25,107,2,14
1559,33,212,4,14
2669,50,340,8,14
2794,25,528,16,14
2995,66,528,16,14
2189,33,212,4,15
2344,33,426,8,14
3334,66,528,16,15
3385,66,540,16,17
2995,66,340,16,15
3239,66,424,8,15
2244,33,426,8,14
1725,33,212,4,14
2790,33,528,16,14
1995,50,424,8,14
2844,33,528,16,14
1645,50,420,4,14
2799,50,320,8,15
1695,33,214,4,14
1655,50,340,4,15
2425,50,212,8,15
3239,50,340,8,17
1944,66,107,2,14
2495,66,424,8,15
1999,33,340,8,14
2644,33,528,16,14
2090,33,426,8,14
1895,66,425,8,15
2799,50,340,8,14
1444,25,107,2,14
2390,25,528,16,14
1695,66,107,2,14
2609,33,212,4,17
2895,66,528,8,15
2049,50,340,8,14
2499,33,212,4,17
1999,66,340,8,15
1395,33,214,4,14
2099,25,170,4,14
1719,33,120,4,14
1799,33,170,4,14
2359,50,340,4,14
1490,33,107,2,14
1595,33,340,8,14
2274,33,424,8,14
1495,33,212,4,14
1995,66,212,8,14
2744,50,528,16,14
2490,66,426,8,15
2190,33,426,8,15
1990,50,420,4,14
2265,66,425,8,17
2699,66,245,8,15
1590,25,214,4,15
2627,66,424,8,15
2039,33,212,4,14
1999,25,170,4,14
2294,50,424,8,14
1490,33,107,2,15
2490,33,528,16,15
2329,66,212,4,14
2090,66,214,4,14
1525,33,340,4,14
2799,50,340,8,15
1835,66,340,4,14
2590,33,528,16,15
1999,66,450,4,14
1589,25,212,4,14
1590,25,214,4,14
3129,66,527,8,14
2144,66,214,4,14
2499,66,545,8,15
1695,33,214,4,14
1590,50,107,2,14
1890,50,214,4,15
2427,66,424,8,15
2989,66,424,8,14
2079,33,212,4,15
2899,66,212,4,17
1939,33,212,4,14
1995,50,212,8,14
2295,25,528,16,14
2795,66,528,16,14
1595,33,214,4,14
2299,50,450,8,15
1915,33,425,8,15
1290,25,107,2,15
3379,66,527,8,15
2525,66,530,16,15
1594,33,107,2,14
2389,33,120,4,17
1925,33,212,4,15
1944,33,214,4,14
1555,50,340,4,14
1619,25,120,4,15
2243,33,426,8,14
2135,33,425,8,17
2509,50,340,4,15
2595,50,528,16,14
2690,50,528,16,14
2550,66,340,8,15
2259,25,212,4,17
2344,50,426,8,14
2970,66,420,16,15
2690,50,528,16,15
1744,50,107,2,14
1944,50,214,4,14
1644,50,107,2,14
1795,50,420,4,14
1735,50,340,4,14
1344,25,107,2,14
2944,66,528,16,14
3799,66,527,8,17
2095,33,426,8,14
1690,33,340,4,14
2395,33,528,16,14
2590,33,528,16,14
1625,33,340,4,15
2890,66,528,16,15
2294,66,214,4,14
3044,66,528,16,14
2895,66,530,16,17
1969,33,120,4,15
2294,66,212,8,14
1469,25,120,4,14
2390,25,528,16,15
1790,66,107,2,15
3439,66,340,8,17
1794,33,212,4,14
2890,66,528,16,14
1765,33,425,8,15
2189,33,212,4,15
2220,33,528,8,14
2645,66,424,8,17
2405,33,424,8,15
2769,66,340,8,14
2929,50,340,4,17
1839,25,212,4,15
1369,25,120,4,14
2927,66,424,16,15
1699,33,340,4,14
2229,66,212,4,14
1790,33,214,4,15
1844,66,107,2,14
2090,66,214,4,15
2644,66,426,8,14
1655,66,340,4,14
1994,33,214,4,14
2320,50,528,8,14
1755,66,340,4,15
3089,66,424,8,14
2520,66,528,8,14
1699,33,120,4,14
1790,66,107,2,14
2344,33,426,8,14
2395,66,426,8,14
1844,33,214,4,14
2669,50,340,8,14
1559,33,212,4,14
1929,33,212,4,14
2444,25,528,16,14
2039,25,120,4,17
1444,33,107,2,14
1594,33,212,4,14
2125,66,425,8,15
2669,25,170,4,17
2244,33,426,8,14
1544,33,107,2,14
3659,66,424,8,17
2543,66,426,8,14
1705,33,340,4,14
1390,33,107,2,15
2090,33,426,8,15
1995,33,426,8,14
2490,33,528,16,14
1399,50,260,4,14
1819,33,120,4,14
1894,33,214,4,14
1390,33,107,2,14
1795,50,214,4,14
3397,66,450,16,15
2249,25,170,4,15
1544,33,107,2,14
2644,33,528,16,14
2744,33,528,16,14
2244,66,214,4,14
2495,33,528,16,14
1395,33,107,2,14
2290,50,426,8,15
1895,25,426,8,14
1990,25,426,8,15
2744,50,420,8,17
2259,50,340,4,14
2195,50,420,8,15
2144,25,426,8,14
1494,25,107,2,14
1290,25,107,2,14
1495,33,212,4,14
1495,25,214,4,14
2425,50,424,8,15
3749,66,450,16,17
2844,50,528,16,14
2199,50,425,8,15
2295,66,424,8,15
2044,50,214,4,14
2745,66,530,16,15
2469,33,340,4,15
3304,66,420,16,17
1594,33,340,4,15
1695,33,214,4,14
2869,66,340,8,14
1590,50,107,2,15
3239,66,424,8,15
2544,66,426,8,14
2225,50,212,8,15
2190,33,426,8,14
2044,25,426,8,14
2095,33,426,8,14
1295,33,214,4,14
2425,66,212,8,15
2045,66,425,8,15
1495,33,340,4,14
1695,33,340,8,14
3229,66,527,8,14
1399,25,245,4,14
2199,66,340,8,14
2319,33,340,4,14
1495,50,107,2,14
1994,66,107,2,14
1925,33,212,4,15
1399,33,270,4,14
2799,66,340,16,15
1694,33,107,2,14
2490,66,426,8,14
2444,50,426,8,14
1995,50,424,8,14
1794,25,214,4,14
1690,33,214,4,15
1644,25,214,4,14
1689,25,212,4,14
1975,33,424,8,14
1890,50,214,4,14
1990,25,426,8,14
1295,33,212,4,14
2479,66,212,4,15
1644,33,107,2,14
2845,66,424,8,17
2094,50,212,8,14
2889,33,340,4,17
2020,25,528,8,14
1995,66,214,4,14
2355,66,340,8,15
2219,33,340,4,14
3145,66,424,16,17
2775,66,420,16,15
2120,33,528,8,14
1790,33,214,4,14
1829,33,212,4,14
1495,25,340,8,14
2290,50,426,8,14
1794,33,212,4,14
3019,66,340,8,15
1894,50,420,4,15
1299,33,212,4,14
2544,25,528,16,14
2699,66,470,8,15
2244,33,426,8,14
1725,33,212,4,15
2094,50,214,4,14
1195,25,107,2,14
1744,25,214,4,14
2390,50,420,8,15
1295,33,107,2,14
1690,33,214,4,14
1744,33,214,4,14
2195,50,426,8,14
1795,50,212,8,14
1195,25,214,4,14
1844,33,214,4,14
2904,66,340,8,17
2144,33,426,8,14
2544,33,528,16,14
2569,50,340,8,14
1794,50,107,2,14
2819,50,340,8,15
2795,66,424,16,15
2849,66,527,16,15
1644,33,107,2,14
1799,33,170,4,14
1944,66,214,4,14
2690,100,426,8,14
2399,66,212,4,15
3090,100,528,16,15
2989,66,424,8,14
1944,50,214,4,14
2890,75,528,16,15
2144,33,426,8,14
2869,66,340,8,14
1395,33,107,2,14
1299,33,212,4,14
2094,75,107,2,14
3089,66,424,8,14
1995,75,214,4,14
2970,66,420,16,15
1999,33,527,8,14
1890,75,107,2,14
1299,25,100,4,14
1818,33,212,4,14
2295,66,424,8,15
2544,75,426,8,14
2929,66,527,16,15
3149,66,527,16,17
2425,33,424,8,17
1999,66,450,4,14
3090,100,528,16,14
1894,33,214,4,14
1195,25,107,2,14
2124,33,240,4,14
1794,33,212,4,14
2690,66,528,16,14
2644,33,528,16,14
2499,66,340,4,14
1995,33,426,8,14
2195,100,214,4,14
2904,66,340,8,17
2320,66,528,8,14
2219,33,340,4,14
2344,25,528,16,14
1744,50,107,2,14
1939,33,212,4,14
1599,33,170,4,14
3099,100,527,16,15
1509,25,120,4,15
2690,66,528,16,15
1744,33,214,4,14
3299,66,1000,16,15
2355,66,340,8,15
1589,25,212,4,14
3019,66,340,8,15
1595,66,214,4,14
2819,66,212,4,17
1694,33,107,2,14
2499,100,527,8,14
2090,33,426,8,14
1690,33,214,4,14
3799,66,527,8,17
2195,66,426,8,14
1290,25,107,2,15
2844,66,528,16,14
2290,100,214,4,15
1690,66,107,2,14
1844,50,214,4,14
1544,25,214,4,14
2090,33,426,8,15
2195,50,420,8,15
1739,33,120,4,14
2144,100,107,2,14
2999,100,527,16,15
2044,75,107,2,14
2845,66,540,8,17
2844,100,426,8,14
2520,75,528,8,14
1995,33,424,8,14
1825,66,425,8,15
2929,50,340,4,17
2744,50,528,16,14
3399,100,1000,16,15
1699,33,340,4,14
1794,50,107,2,14
1795,50,420,4,14
2244,100,107,2,14
1790,50,214,4,14
2294,100,107,2,14
3049,100,527,16,15
1594,33,340,4,15
1590,50,107,2,14
2029,33,340,8,14
2499,100,340,8,15
1495,50,107,2,14
2090,100,107,2,15
1795,66,214,4,14
3304,66,420,16,17
2799,50,340,8,15
1490,33,107,2,15
2795,75,528,16,14
3239,50,340,8,17
1690,33,340,4,14
1899,33,340,8,14
2343,66,426,8,14
1744,66,107,2,14
1999,33,340,8,15
1359,25,120,4,14
3659,66,424,8,17
3129,100,527,16,15
1889,33,120,4,15
2359,50,340,4,14
2419,33,212,4,17
2290,66,426,8,15
1999,33,340,8,14
1890,25,426,8,15
2290,100,214,4,14
1849,33,212,4,14
1844,66,107,2,14
2494,100,214,4,14
1929,25,120,4,17
3249,100,527,16,17
1475,33,340,4,14
1295,33,212,4,14
1259,25,120,4,14
1444,25,107,2,14
2799,66,527,16,15
1749,33,212,4,14
1499,33,170,4,14
2344,50,426,8,14
2495,66,540,8,15
2590,50,528,16,15
1344,25,107,2,14
1595,66,107,2,14
1920,25,528,8,14
3499,100,1000,16,15
2595,100,426,8,14
1399,33,170,4,14
2143,33,426,8,14
1395,33,214,4,14
1595,33,214,4,14
1690,66,107,2,15
1795,25,426,8,14
2944,75,528,16,14
1849,33,340,4,14
1469,33,340,4,14
1594,33,212,4,14
1865,33,425,8,15
1395,25,214,4,14
1290,25,107,2,14
2644,75,426,8,14
1999,66,340,8,15
2395,33,528,16,14
2645,66,424,8,17
3349,100,527,16,17
2120,33,528,8,14
1994,50,214,4,14
3044,75,528,16,14
1890,66,214,4,15
1595,33,214,4,14
1890,66,214,4,14
1944,75,107,2,14
2319,33,340,4,14
1995,66,425,8,15
1689,25,212,4,14
2609,33,212,4,17
2819,50,340,8,15
1195,25,214,4,14
2039,33,212,4,14
2425,50,212,8,17
1544,33,107,2,14
1990,50,420,4,14
2995,100,528,16,14
2344,100,214,4,14
3439,66,340,8,17
1895,100,340,4,14
2444,66,426,8,14
3129,66,527,8,14
1999,33,212,4,15
2249,66,212,4,14
2490,33,528,16,14
2899,100,527,16,15
2744,50,420,8,17
2195,25,528,16,14
2344,66,426,8,14
2294,75,214,4,14
2094,66,214,4,14
1495,33,340,4,14
2190,50,426,8,15
3379,66,527,8,15
2469,33,340,4,15
1645,33,340,4,14
2244,75,214,4,14
2290,66,426,8,14
2090,100,107,2,14
2343,66,426,8,14
1644,50,107,2,14
2220,50,528,8,14
2690,100,426,8,15
1839,25,212,4,15
1990,100,340,4,15
1490,33,107,2,14
2544,33,528,16,14
2509,50,340,4,15
2144,75,214,4,14
2095,50,426,8,14
1695,50,214,4,14
3144,100,528,16,14
1490,25,214,4,15
1499,33,170,4,15
2099,33,340,8,14
1595,66,340,4,14
1644,25,214,4,14
1995,33,426,8,14
2769,66,340,8,14
2669,50,340,8,14
2744,100,426,8,14
1490,25,214,4,14
2889,33,340,4,17
1925,33,212,4,17
2444,25,528,16,14
2195,66,426,8,14
2775,66,420,16,15
2499,66,528,16,15
2199,50,450,8,15
1399,33,270,4,14
2290,25,528,16,15
2490,75,426,8,15
2899,66,527,16,15
2090,75,214,4,15
1499,50,340,4,14
2695,66,528,8,15
1690,66,340,4,15
2390,50,420,8,15
2399,100,340,8,14
1590,50,107,2,15
2244,33,426,8,14
2744,66,528,16,14
2190,50,426,8,14
2065,100,340,4,14
1495,33,212,4,14
2529,100,340,8,14
1690,33,214,4,15
2569,50,340,8,14
3239,66,424,8,15
2044,66,214,4,14
1299,33,340,4,14
2199,50,425,8,15
1495,50,214,4,14
2775,66,530,16,17
2444,100,214,4,14
1894,66,107,2,14
2890,75,528,16,14
1795,66,340,8,14
2644,50,528,16,14
1725,33,212,4,17
1795,75,107,2,14
3244,100,528,16,14
2395,75,426,8,14
2259,25,212,4,17
2599,66,450,8,15
1695,50,340,8,14
3029,100,527,16,15
1639,33,120,4,14
1694,25,214,4,14
2499,66,528,8,15
1559,33,212,4,14
2590,50,528,16,14
2720,100,528,8,14
1570,33,340,4,15
2743,100,426,8,14
2189,33,212,4,15
2090,75,214,4,14
1944,25,426,8,14
1529,33,170,4,14
2494,25,528,16,14
2499,100,340,8,14
2595,66,530,16,15
1558,33,212,4,14
1395,25,340,8,14
1625,33,240,4,14
2309,33,120,4,17
1695,33,425,8,15
1844,33,214,4,14
2425,66,530,16,15
2550,66,340,8,15
1995,50,212,8,14
1765,66,340,4,14
1890,75,107,2,15
1595,33,340,8,14
1995,100,107,2,14
2949,100,527,16,15
1494,25,107,2,14
2490,75,426,8,14
1894,50,420,4,15
2495,50,528,16,14
2149,66,212,4,14
2244,50,426,8,14
3229,66,527,8,14
2490,33,528,16,15
2425,100,425,8,15
1890,25,426,8,14
2044,25,426,8,14
2290,25,528,16,14
1790,50,214,4,15
3397,66,450,16,15
2595,66,528,16,14
2259,50,340,4,14
2075,66,425,8,15
1195,25,107,2,14
2999,100,527,16,15
1795,25,426,8,14
1599,33,210,4,14
1644,25,214,4,14
1639,33,120,4,14
2690,100,426,8,14
1644,50,107,2,14
2694,75,426,8,14
1690,66,107,2,15
1465,66,210,4,14
1790,50,214,4,14
3129,66,527,8,14
1690,33,340,4,14
2195,25,528,16,14
2344,66,426,8,14
1999,33,420,8,14
1995,33,340,8,15
2299,100,452,8,15
3244,100,528,16,14
2249,100,420,8,14
1995,33,540,8,14
2499,66,340,4,14
2625,66,530,8,17
2095,50,426,8,14
1795,75,107,2,14
1799,66,212,4,14
1844,66,107,2,14
2365,66,540,8,15
1689,25,212,4,14
1995,66,340,8,14
2044,75,107,2,14
1999,33,212,4,15
1795,66,340,8,14
2394,50,426,8,14
1295,33,340,4,14
2609,33,212,4,17
1944,66,214,4,14
1890,25,426,8,15
2469,33,340,4,15
2144,75,214,4,14
1495,50,107,2,14
1644,33,107,2,14
2669,50,340,8,14
1899,50,340,8,15
2090,33,528,8,14
1879,33,340,8,15
2429,100,420,8,15
1695,50,340,8,14
2995,100,528,16,14
2265,100,340,8,15
1559,33,212,4,14
1495,33,340,4,14
1589,25,212,4,14
2259,50,340,4,14
2215,100,425,8,15
1795,100,210,4,14
1849,33,212,4,14
2190,50,426,8,14
1794,33,340,4,14
1690,33,214,4,14
1844,50,214,4,14
2090,75,214,4,15
2344,100,214,4,14
1260,33,210,4,15
2144,100,107,2,14
2199,100,340,8,14
2029,33,420,8,14
2509,50,340,4,15
1490,25,214,4,15
2065,66,540,8,15
1899,33,420,8,14
1495,33,340,4,14
1890,25,426,8,14
2215,66,425,8,15
2090,100,107,2,14
2299,100,425,8,14
2904,66,340,8,17
2425,66,340,8,17
1999,66,340,8,15
2115,66,340,8,15
2744,66,528,16,14
1999,33,420,8,15
1795,33,425,8,15
2290,66,426,8,14
1890,66,214,4,15
2090,75,214,4,14
1550,66,210,4,15
1890,75,107,2,15
2894,100,426,8,14
1490,33,107,2,14
2244,50,426,8,14
2544,33,528,16,14
2695,66,528,8,15
1915,66,425,8,15
2890,75,528,16,14
2244,75,214,4,14
1399,33,210,4,14
2399,66,212,4,15
2444,25,528,16,14
3799,66,527,8,17
1395,33,107,2,14
2944,75,528,16,14
1495,50,214,4,14
3144,100,528,16,14
1595,66,107,2,14
2590,50,528,16,14
2644,75,426,8,14
1590,50,107,2,14
1945,66,340,8,15
1995,33,426,8,14
1529,33,210,4,14
2425,100,425,8,15
2349,100,420,8,15
2144,33,426,8,14
2925,100,530,8,17
2249,66,212,4,14
2095,100,425,8,15
2094,25,426,8,14
2344,50,426,8,14
1744,33,214,4,14
2195,100,214,4,14
1890,66,214,4,14
2794,50,528,16,14
2309,33,120,4,17
1825,33,340,8,15
2845,100,540,8,17
3499,100,1000,16,15
1515,33,210,4,14
2558,100,425,8,14
2690,100,528,8,14
2244,100,107,2,14
2694,33,528,16,14
3239,50,340,8,17
1849,33,340,4,14
2644,33,528,16,14
2195,66,426,8,14
2419,33,212,4,17
2569,50,340,8,14
3019,66,340,8,15
3149,66,527,16,17
2090,33,426,8,14
2545,100,530,8,15
1345,33,210,4,14
2259,25,212,4,17
2590,50,528,16,15
2345,33,425,8,17
3049,100,527,16,15
2744,50,528,16,14
2395,33,528,16,14
2379,100,420,8,14
2645,66,540,8,17
1594,33,340,4,15
2445,66,425,8,17
2099,33,420,8,14
3090,100,528,16,14
2575,100,530,8,15
1739,33,120,4,14
2044,25,426,8,14
2425,33,540,8,17
2290,100,214,4,14
1839,25,212,4,15
1890,25,528,8,14
1290,25,107,2,15
2290,25,528,16,14
2399,100,420,8,14
2595,66,528,16,14
2494,25,528,16,14
2435,100,340,8,15
2844,100,426,8,14
2989,66,424,8,14
2545,100,425,8,15
2343,66,426,8,14
1249,25,100,4,14
1890,75,107,2,14
2179,66,425,8,14
1939,33,212,4,14
2390,50,420,8,15
1595,33,214,4,14
2929,50,340,4,17
1945,33,540,8,15
2175,33,340,8,17
3129,100,527,16,15
1625,33,240,4,14
2355,66,340,8,15
1925,33,340,4,17
3090,100,528,16,15
2299,66,340,16,15
3099,100,527,16,15
2490,33,528,16,15
2615,100,530,8,15
2189,33,212,4,15
2743,100,426,8,14
1399,33,210,4,14
2699,100,450,8,15
1599,50,340,4,14
2149,66,212,4,14
2499,100,420,8,14
2495,50,528,16,14
2343,66,426,8,14
2190,50,426,8,15
1844,33,214,4,14
2690,100,426,8,15
1344,25,107,2,14
1695,50,214,4,14
1175,33,210,4,14
1995,75,214,4,14
1944,75,107,2,14
2849,66,527,16,15
2544,75,426,8,14
3659,66,424,8,17
1749,33,212,4,14
3439,66,340,8,17
1944,50,214,4,14
1990,50,420,4,14
3349,100,527,16,17
2395,75,426,8,14
2495,100,540,8,15
2615,100,340,8,17
3089,66,424,8,14
3294,100,528,16,14
2127,33,540,8,14
1444,25,107,2,14
2244,33,426,8,14
2644,50,528,16,14
2315,66,530,8,15
2665,100,540,8,15
3239,66,424,8,15
2275,66,530,8,15
2490,75,426,8,14
2427,66,540,8,15
2690,66,528,16,14
1509,25,120,4,15
2899,66,527,16,15
2195,66,426,8,14
2044,66,214,4,14
1490,33,107,2,15
2344,25,528,16,14
2894,66,528,16,14
2819,50,340,8,15
1944,25,426,8,14
3094,75,528,16,14
2095,66,425,8,15
1965,100,210,4,14
3299,66,1000,16,15
2090,100,107,2,15
2190,50,528,8,14
1345,33,210,4,14
3304,66,420,16,17
1499,33,210,4,14
1725,33,340,4,17
2290,66,426,8,15
2115,33,530,8,15
1690,33,214,4,15
1595,33,214,4,14
1595,33,340,8,14
1675,33,425,8,15
1744,66,107,2,14
3379,66,527,8,15
2744,100,426,8,14
1259,25,120,4,14
2449,100,420,8,14
2889,33,340,4,17
1744,50,107,2,14
1635,66,210,4,14
1929,25,120,4,17
2627,100,540,8,15
2744,50,420,8,17
1999,50,340,4,14
1795,66,425,8,15
2819,66,212,4,17
2890,75,528,16,15
1499,33,210,4,15
2295,66,540,8,15
2290,66,528,8,14
2690,66,528,16,15
1595,66,214,4,14
1359,25,120,4,14
2490,75,426,8,15
2490,75,528,8,14
1995,33,426,8,14
2115,33,425,8,15
2124,33,240,4,14
1795,50,420,4,14
3229,66,527,8,14
2775,100,425,8,17
1395,25,340,8,14
1899,66,340,8,15
1490,25,214,4,14
2775,66,420,16,15
2359,50,340,4,14
1544,25,214,4,14
2795,75,528,16,14
1995,33,425,8,15
2494,66,426,8,14
2970,66,420,16,15
2444,100,214,4,14
2529,100,420,8,14
2769,66,340,8,14
1544,33,107,2,14
1995,100,107,2,14
2595,100,426,8,14
3044,75,528,16,14
1395,33,214,4,14
2444,66,426,8,14
2294,33,426,8,14
1795,66,214,4,14
1430,33,210,4,15
1889,33,120,4,15
2290,100,214,4,15
2215,66,530,8,15
2799,66,527,16,15
2295,66,340,8,17
2195,50,420,8,15
1594,33,340,4,14
1290,25,107,2,14
2319,33,340,4,14
2039,33,212,4,14
1395,25,214,4,14
2929,66,527,16,15
1690,66,107,2,14
1590,50,107,2,15
2844,66,528,16,14
2490,33,528,16,14
1195,25,214,4,14
2869,66,340,8,14
2385,100,540,8,15
1880,100,210,4,15
2349,100,420,8,14
2550,66,340,8,15
1495,33,340,4,14
1790,50,214,4,15
2090,33,426,8,15
1894,50,420,4,15
2143,33,426,8,14
2219,33,340,4,14
2499,75,340,16,15
1925,33,340,4,17
2290,25,528,16,15
2599,100,527,8,15
2190,100,214,4,14
1359,25,120,4,14
1999,33,527,4,14
1740,33,214,4,14
2493,33,528,16,14
2127,33,540,8,14
2599,100,420,8,15
3095,66,1080,16,15
2349,100,420,8,15
1379,33,340,4,14
2775,66,540,16,15
2718,75,428,16,17
2243,66,426,8,14
2854,100,528,16,14
2093,33,426,8,14
1625,33,240,4,14
2943,100,528,16,14
2499,100,450,8,15
2343,33,528,16,14
1694,33,214,4,14
1618,33,340,4,17
2345,33,528,16,14
1399,33,210,4,14
2758,33,170,4,17
2044,33,426,8,14
2045,33,540,8,15
1995,66,540,8,15
2795,33,1000,24,14
1599,50,340,4,14
2099,66,420,8,15
2199,100,340,8,14
2695,66,540,16,15
2818,100,428,16,17
2395,100,426,8,14
2065,33,540,8,15
1740,33,214,4,15
2029,33,420,4,14
2093,33,426,8,14
3243,66,1000,24,14
3745,66,2100,16,15
2189,50,212,4,14
2399,75,428,16,15
2338,33,170,4,15
2799,66,527,16,15
1895,50,420,4,14
1554,33,214,4,14
3095,66,1000,24,14
2499,66,340,4,14
2040,33,426,8,14
1995,33,540,8,14
2999,100,528,16,17
3093,33,1000,24,14
3543,100,1000,24,14
2454,100,426,8,14
1854,33,426,8,14
1690,33,340,4,17
1865,66,425,8,15
1995,66,340,8,14
2854,33,1000,24,14
1494,25,214,4,14
2590,66,528,16,14
1899,33,420,4,14
2543,100,426,8,14
1645,33,214,4,14
1689,33,212,4,14
